data_path,label
data/Aerial_Landscapes/Beach/628.jpg,Beach
data/Aerial_Landscapes/Port/759.jpg,Port
data/Aerial_Landscapes/Airport/659.jpg,Airport
data/Aerial_Landscapes/Grassland/133.jpg,Grassland
data/Aerial_Landscapes/Agriculture/777.jpg,Agriculture
data/Aerial_Landscapes/Agriculture/295.jpg,Agriculture
data/Aerial_Landscapes/Desert/569.jpg,Desert
data/Aerial_Landscapes/Airport/324.jpg,Airport
data/Aerial_Landscapes/Residential/150.jpg,Residential
data/Aerial_Landscapes/Desert/574.jpg,Desert
data/Aerial_Landscapes/Railway/749.jpg,Railway
data/Aerial_Landscapes/Desert/552.jpg,Desert
data/Aerial_Landscapes/Parking/119.jpg,Parking
data/Aerial_Landscapes/Airport/440.jpg,Airport
data/Aerial_Landscapes/Airport/765.jpg,Airport
data/Aerial_Landscapes/Railway/181.jpg,Railway
data/Aerial_Landscapes/Grassland/691.jpg,Grassland
data/Aerial_Landscapes/Agriculture/200.jpg,Agriculture
data/Aerial_Landscapes/Airport/685.jpg,Airport
data/Aerial_Landscapes/Forest/155.jpg,Forest
data/Aerial_Landscapes/City/654.jpg,City
data/Aerial_Landscapes/Grassland/415.jpg,Grassland
data/Aerial_Landscapes/Highway/776.jpg,Highway
data/Aerial_Landscapes/Railway/184.jpg,Railway
data/Aerial_Landscapes/Port/112.jpg,Port
data/Aerial_Landscapes/River/229.jpg,River
data/Aerial_Landscapes/Mountain/228.jpg,Mountain
data/Aerial_Landscapes/Agriculture/360.jpg,Agriculture
data/Aerial_Landscapes/Parking/442.jpg,Parking
data/Aerial_Landscapes/Mountain/337.jpg,Mountain
data/Aerial_Landscapes/Parking/012.jpg,Parking
data/Aerial_Landscapes/Highway/265.jpg,Highway
data/Aerial_Landscapes/Residential/273.jpg,Residential
data/Aerial_Landscapes/River/796.jpg,River
data/Aerial_Landscapes/Port/597.jpg,Port
data/Aerial_Landscapes/Grassland/703.jpg,Grassland
data/Aerial_Landscapes/Highway/727.jpg,Highway
data/Aerial_Landscapes/River/321.jpg,River
data/Aerial_Landscapes/Mountain/345.jpg,Mountain
data/Aerial_Landscapes/Agriculture/240.jpg,Agriculture
data/Aerial_Landscapes/Railway/249.jpg,Railway
data/Aerial_Landscapes/Airport/393.jpg,Airport
data/Aerial_Landscapes/Lake/421.jpg,Lake
data/Aerial_Landscapes/Highway/773.jpg,Highway
data/Aerial_Landscapes/Desert/692.jpg,Desert
data/Aerial_Landscapes/River/502.jpg,River
data/Aerial_Landscapes/Parking/566.jpg,Parking
data/Aerial_Landscapes/Railway/746.jpg,Railway
data/Aerial_Landscapes/Port/760.jpg,Port
data/Aerial_Landscapes/Beach/514.jpg,Beach
data/Aerial_Landscapes/Parking/154.jpg,Parking
data/Aerial_Landscapes/Grassland/283.jpg,Grassland
data/Aerial_Landscapes/City/729.jpg,City
data/Aerial_Landscapes/Lake/159.jpg,Lake
data/Aerial_Landscapes/Mountain/028.jpg,Mountain
data/Aerial_Landscapes/Grassland/267.jpg,Grassland
data/Aerial_Landscapes/Beach/263.jpg,Beach
data/Aerial_Landscapes/Parking/068.jpg,Parking
data/Aerial_Landscapes/Highway/308.jpg,Highway
data/Aerial_Landscapes/Highway/499.jpg,Highway
data/Aerial_Landscapes/Port/681.jpg,Port
data/Aerial_Landscapes/Forest/496.jpg,Forest
data/Aerial_Landscapes/Desert/367.jpg,Desert
data/Aerial_Landscapes/Beach/596.jpg,Beach
data/Aerial_Landscapes/Parking/217.jpg,Parking
data/Aerial_Landscapes/Agriculture/210.jpg,Agriculture
data/Aerial_Landscapes/Railway/387.jpg,Railway
data/Aerial_Landscapes/Residential/628.jpg,Residential
data/Aerial_Landscapes/City/438.jpg,City
data/Aerial_Landscapes/Highway/579.jpg,Highway
data/Aerial_Landscapes/Parking/284.jpg,Parking
data/Aerial_Landscapes/Railway/785.jpg,Railway
data/Aerial_Landscapes/Residential/712.jpg,Residential
data/Aerial_Landscapes/Grassland/576.jpg,Grassland
data/Aerial_Landscapes/Beach/019.jpg,Beach
data/Aerial_Landscapes/River/539.jpg,River
data/Aerial_Landscapes/Residential/285.jpg,Residential
data/Aerial_Landscapes/Port/307.jpg,Port
data/Aerial_Landscapes/Grassland/225.jpg,Grassland
data/Aerial_Landscapes/Beach/188.jpg,Beach
data/Aerial_Landscapes/Mountain/363.jpg,Mountain
data/Aerial_Landscapes/Desert/066.jpg,Desert
data/Aerial_Landscapes/Port/174.jpg,Port
data/Aerial_Landscapes/Grassland/141.jpg,Grassland
data/Aerial_Landscapes/Forest/504.jpg,Forest
data/Aerial_Landscapes/Grassland/421.jpg,Grassland
data/Aerial_Landscapes/Port/342.jpg,Port
data/Aerial_Landscapes/Mountain/685.jpg,Mountain
data/Aerial_Landscapes/Forest/254.jpg,Forest
data/Aerial_Landscapes/Lake/053.jpg,Lake
data/Aerial_Landscapes/Port/260.jpg,Port
data/Aerial_Landscapes/Residential/109.jpg,Residential
data/Aerial_Landscapes/Agriculture/766.jpg,Agriculture
data/Aerial_Landscapes/Railway/676.jpg,Railway
data/Aerial_Landscapes/Parking/550.jpg,Parking
data/Aerial_Landscapes/Desert/131.jpg,Desert
data/Aerial_Landscapes/Port/398.jpg,Port
data/Aerial_Landscapes/Residential/682.jpg,Residential
data/Aerial_Landscapes/City/036.jpg,City
data/Aerial_Landscapes/River/405.jpg,River
data/Aerial_Landscapes/Residential/699.jpg,Residential
data/Aerial_Landscapes/Lake/026.jpg,Lake
data/Aerial_Landscapes/Mountain/411.jpg,Mountain
data/Aerial_Landscapes/Mountain/439.jpg,Mountain
data/Aerial_Landscapes/City/134.jpg,City
data/Aerial_Landscapes/Forest/288.jpg,Forest
data/Aerial_Landscapes/Port/040.jpg,Port
data/Aerial_Landscapes/Parking/596.jpg,Parking
data/Aerial_Landscapes/Agriculture/692.jpg,Agriculture
data/Aerial_Landscapes/Forest/395.jpg,Forest
data/Aerial_Landscapes/Lake/115.jpg,Lake
data/Aerial_Landscapes/Forest/717.jpg,Forest
data/Aerial_Landscapes/Mountain/667.jpg,Mountain
data/Aerial_Landscapes/Airport/373.jpg,Airport
data/Aerial_Landscapes/Port/135.jpg,Port
data/Aerial_Landscapes/Port/528.jpg,Port
data/Aerial_Landscapes/Residential/352.jpg,Residential
data/Aerial_Landscapes/Mountain/094.jpg,Mountain
data/Aerial_Landscapes/Desert/266.jpg,Desert
data/Aerial_Landscapes/Agriculture/355.jpg,Agriculture
data/Aerial_Landscapes/Residential/704.jpg,Residential
data/Aerial_Landscapes/Lake/062.jpg,Lake
data/Aerial_Landscapes/Mountain/682.jpg,Mountain
data/Aerial_Landscapes/Desert/460.jpg,Desert
data/Aerial_Landscapes/Port/660.jpg,Port
data/Aerial_Landscapes/Highway/016.jpg,Highway
data/Aerial_Landscapes/Residential/747.jpg,Residential
data/Aerial_Landscapes/River/507.jpg,River
data/Aerial_Landscapes/Highway/397.jpg,Highway
data/Aerial_Landscapes/Lake/313.jpg,Lake
data/Aerial_Landscapes/Forest/080.jpg,Forest
data/Aerial_Landscapes/River/773.jpg,River
data/Aerial_Landscapes/Highway/081.jpg,Highway
data/Aerial_Landscapes/Agriculture/533.jpg,Agriculture
data/Aerial_Landscapes/Forest/492.jpg,Forest
data/Aerial_Landscapes/Railway/542.jpg,Railway
data/Aerial_Landscapes/Airport/707.jpg,Airport
data/Aerial_Landscapes/City/210.jpg,City
data/Aerial_Landscapes/Airport/630.jpg,Airport
data/Aerial_Landscapes/Port/721.jpg,Port
data/Aerial_Landscapes/Mountain/244.jpg,Mountain
data/Aerial_Landscapes/Desert/771.jpg,Desert
data/Aerial_Landscapes/Parking/433.jpg,Parking
data/Aerial_Landscapes/Parking/782.jpg,Parking
data/Aerial_Landscapes/Highway/567.jpg,Highway
data/Aerial_Landscapes/Railway/693.jpg,Railway
data/Aerial_Landscapes/Grassland/357.jpg,Grassland
data/Aerial_Landscapes/Lake/550.jpg,Lake
data/Aerial_Landscapes/Airport/316.jpg,Airport
data/Aerial_Landscapes/Forest/693.jpg,Forest
data/Aerial_Landscapes/Port/145.jpg,Port
data/Aerial_Landscapes/Lake/049.jpg,Lake
data/Aerial_Landscapes/Lake/777.jpg,Lake
data/Aerial_Landscapes/Mountain/208.jpg,Mountain
data/Aerial_Landscapes/Railway/516.jpg,Railway
data/Aerial_Landscapes/River/461.jpg,River
data/Aerial_Landscapes/Port/550.jpg,Port
data/Aerial_Landscapes/Parking/287.jpg,Parking
data/Aerial_Landscapes/Residential/424.jpg,Residential
data/Aerial_Landscapes/Desert/691.jpg,Desert
data/Aerial_Landscapes/Port/299.jpg,Port
data/Aerial_Landscapes/Mountain/233.jpg,Mountain
data/Aerial_Landscapes/Parking/710.jpg,Parking
data/Aerial_Landscapes/Agriculture/587.jpg,Agriculture
data/Aerial_Landscapes/River/737.jpg,River
data/Aerial_Landscapes/Residential/793.jpg,Residential
data/Aerial_Landscapes/Desert/502.jpg,Desert
data/Aerial_Landscapes/Lake/067.jpg,Lake
data/Aerial_Landscapes/Highway/179.jpg,Highway
data/Aerial_Landscapes/Beach/209.jpg,Beach
data/Aerial_Landscapes/Parking/045.jpg,Parking
data/Aerial_Landscapes/Forest/487.jpg,Forest
data/Aerial_Landscapes/Forest/472.jpg,Forest
data/Aerial_Landscapes/Parking/776.jpg,Parking
data/Aerial_Landscapes/River/241.jpg,River
data/Aerial_Landscapes/City/448.jpg,City
data/Aerial_Landscapes/Port/464.jpg,Port
data/Aerial_Landscapes/Railway/369.jpg,Railway
data/Aerial_Landscapes/Airport/164.jpg,Airport
data/Aerial_Landscapes/River/592.jpg,River
data/Aerial_Landscapes/River/291.jpg,River
data/Aerial_Landscapes/Highway/065.jpg,Highway
data/Aerial_Landscapes/Highway/038.jpg,Highway
data/Aerial_Landscapes/Residential/315.jpg,Residential
data/Aerial_Landscapes/Grassland/379.jpg,Grassland
data/Aerial_Landscapes/Parking/661.jpg,Parking
data/Aerial_Landscapes/Parking/451.jpg,Parking
data/Aerial_Landscapes/Highway/503.jpg,Highway
data/Aerial_Landscapes/Lake/208.jpg,Lake
data/Aerial_Landscapes/Highway/035.jpg,Highway
data/Aerial_Landscapes/Desert/252.jpg,Desert
data/Aerial_Landscapes/Agriculture/435.jpg,Agriculture
data/Aerial_Landscapes/Residential/243.jpg,Residential
data/Aerial_Landscapes/Beach/342.jpg,Beach
data/Aerial_Landscapes/Lake/307.jpg,Lake
data/Aerial_Landscapes/Port/526.jpg,Port
data/Aerial_Landscapes/Port/208.jpg,Port
data/Aerial_Landscapes/Forest/714.jpg,Forest
data/Aerial_Landscapes/Mountain/002.jpg,Mountain
data/Aerial_Landscapes/Airport/743.jpg,Airport
data/Aerial_Landscapes/Desert/168.jpg,Desert
data/Aerial_Landscapes/City/315.jpg,City
data/Aerial_Landscapes/Desert/372.jpg,Desert
data/Aerial_Landscapes/City/670.jpg,City
data/Aerial_Landscapes/Desert/598.jpg,Desert
data/Aerial_Landscapes/Mountain/044.jpg,Mountain
data/Aerial_Landscapes/City/452.jpg,City
data/Aerial_Landscapes/Grassland/135.jpg,Grassland
data/Aerial_Landscapes/River/238.jpg,River
data/Aerial_Landscapes/Parking/684.jpg,Parking
data/Aerial_Landscapes/Agriculture/312.jpg,Agriculture
data/Aerial_Landscapes/Airport/794.jpg,Airport
data/Aerial_Landscapes/Residential/515.jpg,Residential
data/Aerial_Landscapes/City/121.jpg,City
data/Aerial_Landscapes/Forest/036.jpg,Forest
data/Aerial_Landscapes/Residential/374.jpg,Residential
data/Aerial_Landscapes/Residential/501.jpg,Residential
data/Aerial_Landscapes/Agriculture/400.jpg,Agriculture
data/Aerial_Landscapes/Forest/528.jpg,Forest
data/Aerial_Landscapes/Highway/784.jpg,Highway
data/Aerial_Landscapes/Railway/179.jpg,Railway
data/Aerial_Landscapes/Parking/225.jpg,Parking
data/Aerial_Landscapes/Desert/138.jpg,Desert
data/Aerial_Landscapes/Port/624.jpg,Port
data/Aerial_Landscapes/Railway/003.jpg,Railway
data/Aerial_Landscapes/Highway/733.jpg,Highway
data/Aerial_Landscapes/Beach/698.jpg,Beach
data/Aerial_Landscapes/Airport/586.jpg,Airport
data/Aerial_Landscapes/Residential/769.jpg,Residential
data/Aerial_Landscapes/Highway/371.jpg,Highway
data/Aerial_Landscapes/Residential/752.jpg,Residential
data/Aerial_Landscapes/Parking/481.jpg,Parking
data/Aerial_Landscapes/Beach/403.jpg,Beach
data/Aerial_Landscapes/Parking/382.jpg,Parking
data/Aerial_Landscapes/Beach/136.jpg,Beach
data/Aerial_Landscapes/City/033.jpg,City
data/Aerial_Landscapes/Parking/352.jpg,Parking
data/Aerial_Landscapes/Highway/248.jpg,Highway
data/Aerial_Landscapes/Lake/227.jpg,Lake
data/Aerial_Landscapes/Parking/475.jpg,Parking
data/Aerial_Landscapes/Railway/707.jpg,Railway
data/Aerial_Landscapes/Grassland/397.jpg,Grassland
data/Aerial_Landscapes/Grassland/632.jpg,Grassland
data/Aerial_Landscapes/Grassland/396.jpg,Grassland
data/Aerial_Landscapes/Railway/198.jpg,Railway
data/Aerial_Landscapes/Grassland/164.jpg,Grassland
data/Aerial_Landscapes/Desert/180.jpg,Desert
data/Aerial_Landscapes/Mountain/506.jpg,Mountain
data/Aerial_Landscapes/Beach/711.jpg,Beach
data/Aerial_Landscapes/Forest/527.jpg,Forest
data/Aerial_Landscapes/Railway/607.jpg,Railway
data/Aerial_Landscapes/Grassland/431.jpg,Grassland
data/Aerial_Landscapes/Lake/200.jpg,Lake
data/Aerial_Landscapes/Railway/673.jpg,Railway
data/Aerial_Landscapes/City/472.jpg,City
data/Aerial_Landscapes/Parking/439.jpg,Parking
data/Aerial_Landscapes/Lake/701.jpg,Lake
data/Aerial_Landscapes/Grassland/260.jpg,Grassland
data/Aerial_Landscapes/Highway/618.jpg,Highway
data/Aerial_Landscapes/Mountain/034.jpg,Mountain
data/Aerial_Landscapes/Airport/471.jpg,Airport
data/Aerial_Landscapes/Lake/257.jpg,Lake
data/Aerial_Landscapes/Residential/593.jpg,Residential
data/Aerial_Landscapes/Grassland/027.jpg,Grassland
data/Aerial_Landscapes/Agriculture/363.jpg,Agriculture
data/Aerial_Landscapes/Desert/655.jpg,Desert
data/Aerial_Landscapes/Lake/483.jpg,Lake
data/Aerial_Landscapes/Beach/045.jpg,Beach
data/Aerial_Landscapes/Forest/396.jpg,Forest
data/Aerial_Landscapes/Grassland/012.jpg,Grassland
data/Aerial_Landscapes/Residential/620.jpg,Residential
data/Aerial_Landscapes/Port/397.jpg,Port
data/Aerial_Landscapes/Forest/226.jpg,Forest
data/Aerial_Landscapes/Airport/536.jpg,Airport
data/Aerial_Landscapes/Residential/194.jpg,Residential
data/Aerial_Landscapes/Parking/047.jpg,Parking
data/Aerial_Landscapes/Airport/395.jpg,Airport
data/Aerial_Landscapes/Desert/426.jpg,Desert
data/Aerial_Landscapes/Parking/545.jpg,Parking
data/Aerial_Landscapes/Residential/193.jpg,Residential
data/Aerial_Landscapes/Parking/202.jpg,Parking
data/Aerial_Landscapes/Beach/627.jpg,Beach
data/Aerial_Landscapes/City/301.jpg,City
data/Aerial_Landscapes/Port/352.jpg,Port
data/Aerial_Landscapes/Mountain/064.jpg,Mountain
data/Aerial_Landscapes/Airport/304.jpg,Airport
data/Aerial_Landscapes/Forest/680.jpg,Forest
data/Aerial_Landscapes/River/756.jpg,River
data/Aerial_Landscapes/River/397.jpg,River
data/Aerial_Landscapes/City/205.jpg,City
data/Aerial_Landscapes/Mountain/524.jpg,Mountain
data/Aerial_Landscapes/Forest/294.jpg,Forest
data/Aerial_Landscapes/Highway/144.jpg,Highway
data/Aerial_Landscapes/Residential/227.jpg,Residential
data/Aerial_Landscapes/Mountain/647.jpg,Mountain
data/Aerial_Landscapes/Airport/160.jpg,Airport
data/Aerial_Landscapes/Railway/371.jpg,Railway
data/Aerial_Landscapes/Desert/093.jpg,Desert
data/Aerial_Landscapes/Highway/259.jpg,Highway
data/Aerial_Landscapes/City/762.jpg,City
data/Aerial_Landscapes/Highway/472.jpg,Highway
data/Aerial_Landscapes/Highway/105.jpg,Highway
data/Aerial_Landscapes/Grassland/441.jpg,Grassland
data/Aerial_Landscapes/Residential/319.jpg,Residential
data/Aerial_Landscapes/Grassland/472.jpg,Grassland
data/Aerial_Landscapes/Airport/062.jpg,Airport
data/Aerial_Landscapes/Airport/567.jpg,Airport
data/Aerial_Landscapes/River/246.jpg,River
data/Aerial_Landscapes/Forest/286.jpg,Forest
data/Aerial_Landscapes/Mountain/421.jpg,Mountain
data/Aerial_Landscapes/Port/309.jpg,Port
data/Aerial_Landscapes/Forest/394.jpg,Forest
data/Aerial_Landscapes/Parking/059.jpg,Parking
data/Aerial_Landscapes/Parking/357.jpg,Parking
data/Aerial_Landscapes/Railway/133.jpg,Railway
data/Aerial_Landscapes/Agriculture/110.jpg,Agriculture
data/Aerial_Landscapes/Parking/463.jpg,Parking
data/Aerial_Landscapes/Agriculture/765.jpg,Agriculture
data/Aerial_Landscapes/Parking/204.jpg,Parking
data/Aerial_Landscapes/Grassland/671.jpg,Grassland
data/Aerial_Landscapes/Forest/471.jpg,Forest
data/Aerial_Landscapes/Agriculture/791.jpg,Agriculture
data/Aerial_Landscapes/Port/507.jpg,Port
data/Aerial_Landscapes/City/531.jpg,City
data/Aerial_Landscapes/River/654.jpg,River
data/Aerial_Landscapes/Port/031.jpg,Port
data/Aerial_Landscapes/River/577.jpg,River
data/Aerial_Landscapes/Highway/048.jpg,Highway
data/Aerial_Landscapes/Port/532.jpg,Port
data/Aerial_Landscapes/Desert/503.jpg,Desert
data/Aerial_Landscapes/Highway/375.jpg,Highway
data/Aerial_Landscapes/Lake/280.jpg,Lake
data/Aerial_Landscapes/City/401.jpg,City
data/Aerial_Landscapes/Lake/428.jpg,Lake
data/Aerial_Landscapes/Port/436.jpg,Port
data/Aerial_Landscapes/Parking/754.jpg,Parking
data/Aerial_Landscapes/Agriculture/301.jpg,Agriculture
data/Aerial_Landscapes/Beach/280.jpg,Beach
data/Aerial_Landscapes/Desert/338.jpg,Desert
data/Aerial_Landscapes/City/042.jpg,City
data/Aerial_Landscapes/Forest/758.jpg,Forest
data/Aerial_Landscapes/Forest/356.jpg,Forest
data/Aerial_Landscapes/Mountain/698.jpg,Mountain
data/Aerial_Landscapes/Port/282.jpg,Port
data/Aerial_Landscapes/Agriculture/693.jpg,Agriculture
data/Aerial_Landscapes/Forest/398.jpg,Forest
data/Aerial_Landscapes/Port/612.jpg,Port
data/Aerial_Landscapes/Airport/644.jpg,Airport
data/Aerial_Landscapes/Railway/681.jpg,Railway
data/Aerial_Landscapes/City/495.jpg,City
data/Aerial_Landscapes/City/146.jpg,City
data/Aerial_Landscapes/Highway/750.jpg,Highway
data/Aerial_Landscapes/Airport/260.jpg,Airport
data/Aerial_Landscapes/Forest/279.jpg,Forest
data/Aerial_Landscapes/Airport/246.jpg,Airport
data/Aerial_Landscapes/Agriculture/236.jpg,Agriculture
data/Aerial_Landscapes/Forest/090.jpg,Forest
data/Aerial_Landscapes/River/453.jpg,River
data/Aerial_Landscapes/Residential/798.jpg,Residential
data/Aerial_Landscapes/City/106.jpg,City
data/Aerial_Landscapes/River/486.jpg,River
data/Aerial_Landscapes/Railway/799.jpg,Railway
data/Aerial_Landscapes/Grassland/719.jpg,Grassland
data/Aerial_Landscapes/Highway/408.jpg,Highway
data/Aerial_Landscapes/Railway/459.jpg,Railway
data/Aerial_Landscapes/Airport/366.jpg,Airport
data/Aerial_Landscapes/Port/565.jpg,Port
data/Aerial_Landscapes/City/465.jpg,City
data/Aerial_Landscapes/City/610.jpg,City
data/Aerial_Landscapes/Agriculture/030.jpg,Agriculture
data/Aerial_Landscapes/Airport/776.jpg,Airport
data/Aerial_Landscapes/City/722.jpg,City
data/Aerial_Landscapes/Mountain/597.jpg,Mountain
data/Aerial_Landscapes/River/624.jpg,River
data/Aerial_Landscapes/Airport/286.jpg,Airport
data/Aerial_Landscapes/River/302.jpg,River
data/Aerial_Landscapes/Mountain/061.jpg,Mountain
data/Aerial_Landscapes/Lake/092.jpg,Lake
data/Aerial_Landscapes/Forest/135.jpg,Forest
data/Aerial_Landscapes/Port/519.jpg,Port
data/Aerial_Landscapes/Port/237.jpg,Port
data/Aerial_Landscapes/Airport/191.jpg,Airport
data/Aerial_Landscapes/Railway/458.jpg,Railway
data/Aerial_Landscapes/Agriculture/345.jpg,Agriculture
data/Aerial_Landscapes/Railway/476.jpg,Railway
data/Aerial_Landscapes/Residential/543.jpg,Residential
data/Aerial_Landscapes/Lake/064.jpg,Lake
data/Aerial_Landscapes/Lake/281.jpg,Lake
data/Aerial_Landscapes/Grassland/554.jpg,Grassland
data/Aerial_Landscapes/Forest/045.jpg,Forest
data/Aerial_Landscapes/Railway/616.jpg,Railway
data/Aerial_Landscapes/Beach/001.jpg,Beach
data/Aerial_Landscapes/Highway/570.jpg,Highway
data/Aerial_Landscapes/Parking/066.jpg,Parking
data/Aerial_Landscapes/Beach/171.jpg,Beach
data/Aerial_Landscapes/Mountain/190.jpg,Mountain
data/Aerial_Landscapes/Agriculture/543.jpg,Agriculture
data/Aerial_Landscapes/Railway/486.jpg,Railway
data/Aerial_Landscapes/Railway/326.jpg,Railway
data/Aerial_Landscapes/City/344.jpg,City
data/Aerial_Landscapes/Railway/029.jpg,Railway
data/Aerial_Landscapes/Mountain/642.jpg,Mountain
data/Aerial_Landscapes/Lake/616.jpg,Lake
data/Aerial_Landscapes/Desert/553.jpg,Desert
data/Aerial_Landscapes/Parking/426.jpg,Parking
data/Aerial_Landscapes/Forest/656.jpg,Forest
data/Aerial_Landscapes/Grassland/285.jpg,Grassland
data/Aerial_Landscapes/River/776.jpg,River
data/Aerial_Landscapes/Beach/094.jpg,Beach
data/Aerial_Landscapes/Agriculture/487.jpg,Agriculture
data/Aerial_Landscapes/Residential/710.jpg,Residential
data/Aerial_Landscapes/River/301.jpg,River
data/Aerial_Landscapes/Forest/521.jpg,Forest
data/Aerial_Landscapes/Desert/009.jpg,Desert
data/Aerial_Landscapes/City/763.jpg,City
data/Aerial_Landscapes/Airport/364.jpg,Airport
data/Aerial_Landscapes/Airport/445.jpg,Airport
data/Aerial_Landscapes/Highway/686.jpg,Highway
data/Aerial_Landscapes/Parking/565.jpg,Parking
data/Aerial_Landscapes/Lake/662.jpg,Lake
data/Aerial_Landscapes/Highway/482.jpg,Highway
data/Aerial_Landscapes/River/422.jpg,River
data/Aerial_Landscapes/Forest/415.jpg,Forest
data/Aerial_Landscapes/Forest/713.jpg,Forest
data/Aerial_Landscapes/Residential/423.jpg,Residential
data/Aerial_Landscapes/River/179.jpg,River
data/Aerial_Landscapes/Forest/743.jpg,Forest
data/Aerial_Landscapes/Forest/032.jpg,Forest
data/Aerial_Landscapes/Agriculture/223.jpg,Agriculture
data/Aerial_Landscapes/River/106.jpg,River
data/Aerial_Landscapes/Lake/467.jpg,Lake
data/Aerial_Landscapes/Parking/152.jpg,Parking
data/Aerial_Landscapes/Grassland/510.jpg,Grassland
data/Aerial_Landscapes/Railway/154.jpg,Railway
data/Aerial_Landscapes/Beach/226.jpg,Beach
data/Aerial_Landscapes/City/237.jpg,City
data/Aerial_Landscapes/Highway/633.jpg,Highway
data/Aerial_Landscapes/Airport/615.jpg,Airport
data/Aerial_Landscapes/Residential/222.jpg,Residential
data/Aerial_Landscapes/Agriculture/343.jpg,Agriculture
data/Aerial_Landscapes/Agriculture/799.jpg,Agriculture
data/Aerial_Landscapes/Residential/186.jpg,Residential
data/Aerial_Landscapes/Grassland/651.jpg,Grassland
data/Aerial_Landscapes/Residential/128.jpg,Residential
data/Aerial_Landscapes/Mountain/636.jpg,Mountain
data/Aerial_Landscapes/River/551.jpg,River
data/Aerial_Landscapes/Lake/687.jpg,Lake
data/Aerial_Landscapes/Desert/436.jpg,Desert
data/Aerial_Landscapes/Highway/690.jpg,Highway
data/Aerial_Landscapes/Agriculture/111.jpg,Agriculture
data/Aerial_Landscapes/Forest/800.jpg,Forest
data/Aerial_Landscapes/Residential/308.jpg,Residential
data/Aerial_Landscapes/River/496.jpg,River
data/Aerial_Landscapes/Airport/082.jpg,Airport
data/Aerial_Landscapes/City/363.jpg,City
data/Aerial_Landscapes/Agriculture/539.jpg,Agriculture
data/Aerial_Landscapes/Residential/619.jpg,Residential
